dataset,relative_path,file_name,label,modality,source_url,size_bytes,sha256
urfd,urfd/original/fall-06-cam0-rgb.zip,fall-06-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-06-cam0-rgb.zip,36365521,0b082bed28949dc3c3812c4c3c0ca8a75cb478ba02484800da6cb699499b2401
urfd,urfd/original/fall-06-data.csv,fall-06-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-06-data.csv,1474,95f4dd835d4a1a0782ece31561d8ec00cd9ed1b210eb914afd74e77b9e7b9b7c
urfd,urfd/original/fall-07-cam0-rgb.zip,fall-07-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-07-cam0-rgb.zip,57027541,74f129e3f257ccfb4808427c2e1fa410128f1157056c0aa10eea7b72b20dbf19
urfd,urfd/original/fall-07-data.csv,fall-07-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-07-data.csv,2405,16e7f1be2d930825692debaddeefd24a15422c9893f97e816b4f084d2d65cfb8
urfd,urfd/original/fall-08-cam0-rgb.zip,fall-08-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-08-cam0-rgb.zip,32691280,4479198381d35c94328bcdc8e081bf9486014f5b97d67b2cf635d45f38648c75
urfd,urfd/original/fall-08-data.csv,fall-08-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-08-data.csv,1340,3db51d84c891f9735c8a54f59670b4ab5a2159c88f4a7d4288cbded1d3c20b1f
urfd,urfd/original/fall-09-cam0-rgb.zip,fall-09-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-09-cam0-rgb.zip,66996419,3d337ea8133405e599ecce60fa1987d126a2d1f6dfeaab314093393c39b50191
urfd,urfd/original/fall-09-data.csv,fall-09-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-09-data.csv,2841,f1fe53aff9a48cec8d7c1430172a6d17722fdd504ffefe15ecaef9907f2154d5
urfd,urfd/original/fall-10-cam0-rgb.zip,fall-10-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-10-cam0-rgb.zip,46886498,408269821012ad8c170f8d607425274645db47667d3402af6ee9763fded6f9d1
urfd,urfd/original/fall-10-data.csv,fall-10-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-10-data.csv,1968,ce4a60015380fb7eded07a61b2e18a246f66ca9e4a54e045566068ea4c65c994
urfd,urfd/original/fall-11-cam0-rgb.zip,fall-11-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-11-cam0-rgb.zip,48103377,78ff79cda3b4f2309057d5d325f18488b70ab7d5687bec558e69090e4dbf0206
urfd,urfd/original/fall-11-data.csv,fall-11-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-11-data.csv,1965,36158666e08331e16a0a22fc6b58e45f439d685d0fadef636ab46d9fd9fc8a32
urfd,urfd/original/fall-12-cam0-rgb.zip,fall-12-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-12-cam0-rgb.zip,39466238,fc318004ab9e481b7f355e9ebd6276a3a29ac8fcb8b3238e6c6fe95992ff3ff3
urfd,urfd/original/fall-12-data.csv,fall-12-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-12-data.csv,1634,23ad7baccc94f4c00b6383db0bff091e9d10d5cbc7bc7cd01d77a91fd7f1d8d8
urfd,urfd/original/fall-13-cam0-rgb.zip,fall-13-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-13-cam0-rgb.zip,27841427,9f38142de693ac790c19f8eab858903f750e46262b7b628c978834f167fa4159
urfd,urfd/original/fall-13-data.csv,fall-13-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-13-data.csv,1261,b3dc2037c17f42dd85a7ea75c0db3ca58c1d7bc75f57d30d8f92526c8894fa4f
urfd,urfd/original/fall-14-cam0-rgb.zip,fall-14-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-14-cam0-rgb.zip,20072436,051379c8624c0f512708ebb9ee6e55fcc206a111c9b2f3d331a890c78d7882f8
urfd,urfd/original/fall-14-data.csv,fall-14-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-14-data.csv,889,8c7b84acff8d3073aaa0248a120c43d02b7748955776280f0ea0f80c8c16abb6
urfd,urfd/original/fall-15-cam0-rgb.zip,fall-15-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-15-cam0-rgb.zip,22803077,8222938c2a77d64bec042d7fe77149828a20b2f1bc30e2fb3a1affcdcb5e1e8a
urfd,urfd/original/fall-15-data.csv,fall-15-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-15-data.csv,1050,e84b6049f5e4a9580a9e014b528e7ba119b4c96a12bb12510c1d5a02135562de
urfd,urfd/original/fall-16-cam0-rgb.zip,fall-16-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-16-cam0-rgb.zip,17555050,a1865da71d060a6e242aed5f08bcc304f79994962ff3ea171735c4be47bf40f8
urfd,urfd/original/fall-16-data.csv,fall-16-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-16-data.csv,796,6ce8d00a456fb9a1856321dc3a8d8ea4a3463b387b7271f529218efd98e982e3
urfd,urfd/original/fall-17-cam0-rgb.zip,fall-17-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-17-cam0-rgb.zip,30396668,126f585c98536565b0d60391f2579a15ae17b532eff4218b0564140d72428b7c
urfd,urfd/original/fall-17-data.csv,fall-17-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-17-data.csv,1421,f767d0491c14878b8540f4dbfc69e1fa9248bfaab210eba572008ad50a8a7c08
urfd,urfd/original/fall-18-cam0-rgb.zip,fall-18-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-18-cam0-rgb.zip,20605241,9992a74560144cddd8fc4b7f73fe72da0ab47927567c1e59bd2418ca77ac9692
urfd,urfd/original/fall-18-data.csv,fall-18-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-18-data.csv,940,688427ac2685e0c5cc0c3ca32678cfc84d1fd2e0d3d3e78f2972cba5193aea71
urfd,urfd/original/fall-19-cam0-rgb.zip,fall-19-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-19-cam0-rgb.zip,31279713,787b5ec0c22015b89b4fc2c1e4e3cf12ecfb22a7c605fd9b5474a3cfa931c213
urfd,urfd/original/fall-19-data.csv,fall-19-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-19-data.csv,1472,ea98aacc5fcaea6ab2865a159d1626c3d2fb5c4850bc42dcc162865cff467b3b
urfd,urfd/original/fall-20-cam0-rgb.zip,fall-20-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-20-cam0-rgb.zip,34742419,4c4e545e83e5856862f1b402847c90d035c5467ec266836df327802000cf6f69
urfd,urfd/original/fall-20-data.csv,fall-20-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-20-data.csv,1636,151a0a3a18005d1a365543f1423bd7696585c9eb8abe4b290205cfde4dd0439c
urfd,urfd/original/fall-21-cam0-rgb.zip,fall-21-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-21-cam0-rgb.zip,17270428,808056251a2aedcb9f074860014272ecd2eaad4991b2f44a1e7debfe309d2c18
urfd,urfd/original/fall-21-data.csv,fall-21-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-21-data.csv,813,7c475c7de5d81a6cab7ec9b336d1ed62db88fa3e7061b0eb078559aec4e7d08c
urfd,urfd/original/fall-22-cam0-rgb.zip,fall-22-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-22-cam0-rgb.zip,17585566,4f53012985a4b6464cd92555e9b8d63419dd456b2f84121a5e21bff157ccc821
urfd,urfd/original/fall-22-data.csv,fall-22-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-22-data.csv,801,283924903a332c2673449966596283dbbd35d48a1aaf9f5276147f8fa58b3af9
urfd,urfd/original/fall-23-cam0-rgb.zip,fall-23-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-23-cam0-rgb.zip,23478838,e0d01cc8c59881ff84a026c8df40d4466111ea8b569fbf4fc68117b34b6adaa3
urfd,urfd/original/fall-23-data.csv,fall-23-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-23-data.csv,1105,808d0f0c31b9041a9570c860696b81ba4b15610efda6196f5237014d142a41af
urfd,urfd/original/fall-24-cam0-rgb.zip,fall-24-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-24-cam0-rgb.zip,18774884,57ed77c1eb1e640294427409bb4948b472fcbfa04da96a9e7190b78580e84b1b
urfd,urfd/original/fall-24-data.csv,fall-24-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-24-data.csv,867,6b75fe6215054377a6f9d132dcb02f604348b6efbbd295c071870444a3d11f82
urfd,urfd/original/fall-25-cam0-rgb.zip,fall-25-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-25-cam0-rgb.zip,27135269,98584325eb034b2f2eddaf613a5a43b086ca727e592939b6b67d38a5eef2301f
urfd,urfd/original/fall-25-data.csv,fall-25-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-25-data.csv,1262,4e3c02224ff348d78fedf66d71842903473cb3d03fccfb35479622b2d088ea70
urfd,urfd/original/fall-26-cam0-rgb.zip,fall-26-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-26-cam0-rgb.zip,19643733,38a42798cd4b9209e93a34c57b55262acbd906e1350932575748862cb45b640c
urfd,urfd/original/fall-26-data.csv,fall-26-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-26-data.csv,890,b0d51c9199775713100f229455c3a2ffd1fb3d991d577977c16f2702aa9ae189
urfd,urfd/original/fall-27-cam0-rgb.zip,fall-27-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-27-cam0-rgb.zip,29897084,89905763c218a857819aa357163de21390ab9c072de360ff8aed6248acd69dc2
urfd,urfd/original/fall-27-data.csv,fall-27-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-27-data.csv,1378,2bea53175c64125263f26473de92ddebf31c83beeee2318d591dfadc5ce8a510
urfd,urfd/original/fall-28-cam0-rgb.zip,fall-28-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-28-cam0-rgb.zip,21532405,ba96b58180ff004d43277916983d6253036f9390d3bed0ac3439bf8cd5b81ac3
urfd,urfd/original/fall-28-data.csv,fall-28-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-28-data.csv,965,b2e99a9e8edba35d17234da0d86f0836c3859923a6e30501232041e22b306576
urfd,urfd/original/fall-29-cam0-rgb.zip,fall-29-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-29-cam0-rgb.zip,31869410,db19b8ffc9c6f4eb27321541e03f9c5e45873e4c1c97439858bbf913cb5647e6
urfd,urfd/original/fall-29-data.csv,fall-29-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-29-data.csv,1484,34473a519a3f78343a3a5ceba4ab90793220f5ecc7b573a6a8c41d31c5977c65
urfd,urfd/original/fall-30-cam0-rgb.zip,fall-30-cam0-rgb.zip,fall,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-30-cam0-rgb.zip,22913512,4fe34cc53a39879860475f035c02126abf9784f8b3fc2619f519fa5da3dd67ed
urfd,urfd/original/fall-30-data.csv,fall-30-data.csv,fall,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/fall-30-data.csv,1030,c66b2dfa4ecf3e2006c4bb096d75d61a75b4ece2f7898736a2cd37aa67a92fa7
urfd,urfd/original/adl-01-cam0-rgb.zip,adl-01-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-01-cam0-rgb.zip,69079050,a3d51bbc71cfd06899f541f46277699d72503465f02397f91b705cf36aa2c627
urfd,urfd/original/adl-01-data.csv,adl-01-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-01-data.csv,1358,218bedf426ee8434a05999f1c0f8b718f493a14ccc95dda429278b471b211dc9
urfd,urfd/original/adl-02-cam0-rgb.zip,adl-02-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-02-cam0-rgb.zip,83484438,e66e837f4d685a02243798eaac7d4bd75fb1c2bf4a57cb18df8c1e4b8366550e
urfd,urfd/original/adl-02-data.csv,adl-02-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-02-data.csv,1658,057b27faf6545d5545caa8298db1d005093bb8b81a89d82d5ac6ddda68ca3f05
urfd,urfd/original/adl-03-cam0-rgb.zip,adl-03-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-03-cam0-rgb.zip,84403484,d1fb6a98ea0121c58a05563035b5f25d21774c4a755a0f5b78b86867ee098b00
urfd,urfd/original/adl-03-data.csv,adl-03-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-03-data.csv,1658,057b27faf6545d5545caa8298db1d005093bb8b81a89d82d5ac6ddda68ca3f05
urfd,urfd/original/adl-04-cam0-rgb.zip,adl-04-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-04-cam0-rgb.zip,70682158,97cd221912e39f441430982107418827af6444b750f4dc1fe5bce0cc750746ab
urfd,urfd/original/adl-04-data.csv,adl-04-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-04-data.csv,1356,fe553a5f3952bd03564b9024c426744e6ffbf007d8e682ee682e14f77be800f5
urfd,urfd/original/adl-05-cam0-rgb.zip,adl-05-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-05-cam0-rgb.zip,85323466,28111ad5c6a77e6fcfd73d10f7e76d0d00e67ce6fdbd52c36ccf79bd0f9e3498
urfd,urfd/original/adl-05-data.csv,adl-05-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-05-data.csv,1656,7676888f9cfc727df84926b30d7b1516eb8f63b552d769a19f566c53f8c33118
urfd,urfd/original/adl-06-cam0-rgb.zip,adl-06-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-06-cam0-rgb.zip,108297241,84492033a67d72995fc5691d19c096ce5fd106d536f52b11699b84635802199a
urfd,urfd/original/adl-06-data.csv,adl-06-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-06-data.csv,2156,837016427a5df0cc8bb8a142f38e5fff16b3ef10e3ab93334bb7004418715d15
urfd,urfd/original/adl-07-cam0-rgb.zip,adl-07-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-07-cam0-rgb.zip,84441767,714e14a2b549e01c2532baef7884f6c9cb0e24d552c6fafb0e53185ee9514c97
urfd,urfd/original/adl-07-data.csv,adl-07-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-07-data.csv,1656,227129df429696a19ca307ab7522c2bc122c3cee1a7160acda4fe6b5e548a3f7
urfd,urfd/original/adl-08-cam0-rgb.zip,adl-08-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-08-cam0-rgb.zip,83846505,9a3557ece96aeef5d3e0dadebc8f714cf7952f700284d0420b883a4648edb28a
urfd,urfd/original/adl-08-data.csv,adl-08-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-08-data.csv,1656,bf844f014431343f057061959c4203553878ba142168aedfda800b4bea0507d3
urfd,urfd/original/adl-09-cam0-rgb.zip,adl-09-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-09-cam0-rgb.zip,69576812,40b98b0ab3e087ce2d62d83c1d6fe77942e948dc05b3808efb6b0036b84881f6
urfd,urfd/original/adl-09-data.csv,adl-09-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-09-data.csv,1356,8843576726417192edf92dbb83fbd2aaae414406f53cd2ee63a0a71311d6df6e
urfd,urfd/original/adl-10-cam0-rgb.zip,adl-10-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-10-cam0-rgb.zip,140291681,1c757013a6d9295929b1364851b602b82f647d10a1acfc8803f2e4c5f189a870
urfd,urfd/original/adl-10-data.csv,adl-10-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-10-data.csv,2856,2a4ed4b0e3984f8a8638b09090ee22a9582d9e30440c9cfe3ad9fdf9b37aa77c
urfd,urfd/original/adl-11-cam0-rgb.zip,adl-11-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-11-cam0-rgb.zip,139229602,8a3cb77820da7f484818757f34c4059d81e03221fa0c2766fc8beed5d30a4c8d
urfd,urfd/original/adl-11-data.csv,adl-11-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-11-data.csv,2856,90da6bd50420a4381de322dbef6bb8b534dca9b02011fa3befd818f149ff7c5e
urfd,urfd/original/adl-12-cam0-rgb.zip,adl-12-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-12-cam0-rgb.zip,109464466,128fcafa0b790fce375c0c7033ef821bf92430835112e5cafab1a40acc675ba6
urfd,urfd/original/adl-12-data.csv,adl-12-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-12-data.csv,2358,dcae531149271263b1c79c2baf4213811375ed31ac8a6df00bd19390465819b4
urfd,urfd/original/adl-13-cam0-rgb.zip,adl-13-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-13-cam0-rgb.zip,114909965,4c9c8fb1202ea6e6626a3173a323009a4d5fd8bfd97e4708dd83d5f974275f1a
urfd,urfd/original/adl-13-data.csv,adl-13-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-13-data.csv,2506,87d1df68ee51666046bc6a334dd77c16cb2a99873806378d623d2520dd968141
urfd,urfd/original/adl-14-cam0-rgb.zip,adl-14-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-14-cam0-rgb.zip,102116351,630eae9b950a01449b22a0abdd4340294e79a50eaff2eb4e8592d2c95694dac5
urfd,urfd/original/adl-14-data.csv,adl-14-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-14-data.csv,2206,77655782f02cabcf3ddf4efd4684a57bda33490124722a74f0444c602dc3cad9
urfd,urfd/original/adl-15-cam0-rgb.zip,adl-15-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-15-cam0-rgb.zip,120674585,5f3a2fdec57a941d22cb521acd6ad0f6e1db4725ba306071da2fb991dbfb7abb
urfd,urfd/original/adl-15-data.csv,adl-15-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-15-data.csv,2608,f3561aab27b341fc1c64b63218b78795bb71d256fe7b0bdb90b848176d5bff79
urfd,urfd/original/adl-16-cam0-rgb.zip,adl-16-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-16-cam0-rgb.zip,103856010,736d90dfb6d0524c783a6ab5eeebb263ff88d178ab099d561929186f3c6f4b42
urfd,urfd/original/adl-16-data.csv,adl-16-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-16-data.csv,2256,a3defd7de27cf0f93933307415ae8e8c33c980b0da9aa46c2700b86ee0a06ccf
urfd,urfd/original/adl-17-cam0-rgb.zip,adl-17-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-17-cam0-rgb.zip,99920096,3ae4939489289fefe9b842f2cf7d4d1399d6c988cdaad5525bac99515d2c50f3
urfd,urfd/original/adl-17-data.csv,adl-17-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-17-data.csv,2156,088c0f8da52a827c7fe384c64d8c4457f4bb2633928660b269b2af41bc6fc54a
urfd,urfd/original/adl-18-cam0-rgb.zip,adl-18-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-18-cam0-rgb.zip,115804938,b59cb920ea0cf9ca8f00b62a3834f46f33bf556407600aab6a9f0ddff7d97521
urfd,urfd/original/adl-18-data.csv,adl-18-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-18-data.csv,2506,52cf6e516f7632bed7b2e50412bcb1eb832b8a7c241015a8f5d3ce38405a32f2
urfd,urfd/original/adl-19-cam0-rgb.zip,adl-19-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-19-cam0-rgb.zip,109705155,af547090cf02a805b516125a442eae33014fbf4b3caa0a0e6cbbe191c8b0d296
urfd,urfd/original/adl-19-data.csv,adl-19-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-19-data.csv,2358,01d79ebe00d2d0d8ccf0cb4016414144ec0ee562d7cfe9a40a4eac82059693ea
urfd,urfd/original/adl-20-cam0-rgb.zip,adl-20-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-20-cam0-rgb.zip,118340203,f5ec4b2db820aa47c526ef93b0b827a4fa5e85794e2ac2e092c3678347f49839
urfd,urfd/original/adl-20-data.csv,adl-20-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-20-data.csv,2555,47f24e73a3bf49f338a09d2ae129c2ace88b10fd41f4d0abbaa0b852dbd5ab4c
urfd,urfd/original/adl-21-cam0-rgb.zip,adl-21-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-21-cam0-rgb.zip,122230640,dd272c33ff4fe81351ba1e81167c8269efb8b984cb9a189b8864bd6c0cf99045
urfd,urfd/original/adl-21-data.csv,adl-21-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-21-data.csv,2657,41e24e76571d16d1ed6b2c9c5a525559aceda0b3be833363ebfe215aa87fc453
urfd,urfd/original/adl-22-cam0-rgb.zip,adl-22-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-22-cam0-rgb.zip,105095939,d7f664314bb83d5f047e64f2d2b542a5a82d7e01db147daaa1a95ea5c5317e84
urfd,urfd/original/adl-22-data.csv,adl-22-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-22-data.csv,2258,79a3a7baa73c7c788921b4912da48f6b847ac9c78ceb79b794b7505a0b21cd1e
urfd,urfd/original/adl-23-cam0-rgb.zip,adl-23-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-23-cam0-rgb.zip,96957203,7729d235f786dd38551d2d6f5c93847995ff8c4208295c05d12202185897b447
urfd,urfd/original/adl-23-data.csv,adl-23-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-23-data.csv,2058,e5046c1147987fb1f3f5bb63c5da90497561461350e6208789ea33d7a8de182e
urfd,urfd/original/adl-24-cam0-rgb.zip,adl-24-cam0-rgb.zip,adl,rgb,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-24-cam0-rgb.zip,15370322,4d5670fbe4e35410fc84fc16fc5612b2197b7d2fd9ceea69b61c3373a571f615
urfd,urfd/original/adl-24-data.csv,adl-24-data.csv,adl,metadata,https://fenix.ur.edu.pl/~mkepski/ds/data/adl-24-data.csv,587,622743b2c29ec4f3f26cb7c2e3a5c4d12efa8e41f4d8274d732de09c4c179e88
